image_name	concepts
jkaoms-39-27-g001	C2964201;C0849835;C1736924;C0751437;C1560692;C0412588;C3701996;C1704254;C0412618;C2183251;C0202823;C0412631;C0412630;C0412632;C4075845;C0040405;C0412638;C0412611;C0019080;C1880931;C0040398;C0729619;C3839692;C3536746;C2349948;C1861265;C2181323;C1960244;C0202691;C1550309;C0024689;C4041317;C3203982;C0024693;C0412594;C0015402;C1956110;C0582945;C3542466;C0017565;C2350281;C0412620;C0412621;C0936234;C0017181;C0412604;C0412644;C0412628;C0412629;C0008794;C2141917;C0412603;C0412640;C0412641;C0412643;C1959841;C0412645;C0412647;C0412648;C2717955;C0040408;C1696103;C0227123;C0024687;C0860888;C1704922;C2959990;C0340293;C0412649;C2315673;C0271412;C2316004;C2315672
jkaoms-39-27-g003	C0267596;C0740438;C0149533;C0554310;C0030201;C0179410;C0400877;C0403709;C0019080;C0589110;C0151966;C0032792;C1706368;C2712092;C0199046;C4281576;C2979982;C0589368;C0580703;C0231287;C1532844;C1704922;C1550557;C3542466;C0017181;C0277599;C2024161;C4262971;C0424786;C1704254;C1696103;C0030922;C0032786
CRIOT2014-173235.001	C2087366;C0741968;C0772294;C0030580;C1546698;C0221198
CRIOT2014-173235.002	C3897245;C0523207;C1561593;C1550557;C1706368;C1704653;C1336859
CRIOT2014-173235.003	C3897245;C1704653;C1561593;C0523207;C1336859
CRIOT2014-173235.004	C0487602;C1514241;C4287909;C1446409;C2363999;C1704680;C1141900;C0853059;C0856536;C1369034;C0280097;C4281739;C2986463;C0427629
CRIOT2014-173235.005	C0930614;C1277629;C0411995;C0033061;C1527068;C1278916;C0030581;C0030580;C0221198;C0562234;C0227457;C0227456;C0412598;C0227450;C0772294;C0227458;C1882814;C1546698;C1525619;C0576981;C1526340;C2330909;C1289205;C1289204;C0496857;C1299168
CRIOT2014-173235.006	C3897245;C2698634;C0523207;C0741968;C1561593;C0030580;C1704653;C1336859;C3814390
CRIOT2014-173235.007	C0497156;C4282165;C0741725;C1561542;C0744971;C0040405;C0019080;C3812270;C1264125;C1264124;C1264108;C1837463;C1706368;C0746922;C0235498;C0151701;C0015402;C1264089;C0333145;C1550557;C0558762;C0456973;C0746329;C0746328;C0742017;C0749587;C0746323;C0746322;C1546708;C0771936;C1264110;C0437619;C1264119;C1264171;C1264050;C0376152;C1264055;C2946261;C0578736;C1264143
JMedLife-07-493-g001	C1554112;C2699333;C0558145;C0362076;C0000962;C1290905;C0876917;C0398296;C0018670;C0152336;C1403208;C2978238;C1281590;C1706368;C0398266;C0029468;C1275685;C0050552;C0002873;C1550457;C0881777;C1548802;C0007431;C0202239;C3810851;C1550557;C0182092;C2698497;C0231683;C1279100;C3668864;C3668865;C0729829;C0205161;C3668862;C3668863;C0239137;C0871822;C0592924;C0723893;C0026827;C0748399;C1553386;C1551394;C0700323;C0239138;C1873497;C1444656
JMedLife-07-493-g004	C1533810;C0037303;C2030984;C0175643;C1550557;C0206207;C3204449;C1706368;C0197674;C0527316;C1306518;C0043194;C3701588
JMedLife-07-493-g005	C0161815;C0802632;C0019552;C1948174;C0237338;C0237133;C0233535;C1556055;C0161816;C0231243;C0009566;C4032686;C3542016;C0700062;C0700063;C0700060;C0002873;C0205161;C2828387;C0527316;C0274312;C0881777;C0237221;C0440800;C0237228;C0237305;C1546725;C1547233;C1547309;C0592924;C0237387;C0237142;C0237380;C0087111;C1299488;C1536513;C0043194;C1096106;C0237318;C0037303;C0237094;C1168556;C0237255;C0457177;C0000962;C2598149;C1578978;C0236167;C0237369;C1561608;C1546840;C0237155;C1948180;C1948181;C0050552;C0185042;C1948167;C1522662;C0025663;C1948168;C0237361;C1948169;C0182092;C0237247;C0231683;C1279100;C2699333;C1550557;C0237169;C1546836;C0237162;C0871511;C0237161;C0441587;C1948176;C2957177;C1948173;C1948171;C1948170;C1393275;C0237373;C1948179;C1948178;C0237276;C1547267;C0035086;C1549063;C0022865;C1547304;C0184511;C4084203;C0237178;C1706368;C0161768;C3539125;C2708284;C1868670;C2041141;C0237185;C0175718;C0728733;C2698497;C1547272;C2827714;C1550457;C0029468;C0153098;C0185023;C2067811;C2067810;C1551394;C0011167;C0449982;C4062050;C1561611;C1873497;C0237357;C3701588;C0558145;C0426908;C2702329;C1549110;C0197674;C0851390;C2827483;C2030984;C1148100;C1955473;C0028161;C1547241;C1275685;C1547281;C1393281;C3804958;C0237206;C1547994;C1276705;C0021107;C0186256;C0237324;C3668864;C3668865;C3668862;C3668863;C1275741;C0723893;C0237283;C2064688;C1553386;C0407472;C0237289;C3204449;C0279336
JMedLife-07-493-g006	C0015310;C4042812;C1706358;C3668864;C1830198;C3668865;C1705236;C0040399;C1114722;C3668862;C1116089;C0231286;C0021889;C1135564;C0871026;C0014877;C0182092;C0277598;C0430855;C0430854;C0029468;C3668863;C1705565;C1708556
JMedLife-07-493-g007	C0015726;C1306232;C0264097;C0881916;C1510508;C3551917;C0817319;C1854114;C1834055;C4228380;C1848673;C1547227;C0015385;C1561581;C1706368;C1860614;C2041141;C0426817;C4315749;C0423899;C1276705;C1550557;C4050466;C4050465;C0015811;C1519275;C1547231;C0441636;C1861218;C1261259;C3263013;C0263523;C0882529;C1299488;C1836195
JVIM-31-142-g001	C0015726;C0153500;C0504053;C1510508;C0264903;C0423899;C0441233;C1269892;C0225897;C3843228;C0153957;C0747936;C0040854;C2097312;C1706368;C0018792;C3640877;C1281570;C0795691;C0580781;C1537110;C3840882;C1550557;C1627756;C0018767;C3833465;C1261259;C0018787;C0524422
JVIM-31-142-g005	C1550652;C1550651;C1167909;C1692321;C1560692;C1998083;C1861265;C0015252;C0849835;C0007876;C1440080;C0031753;C0332448;C1114299;C0150312;C1552858;C0591711;C0441233;C2238207;C4018897;C1717255;C0235896;C0019080;C0728940;C2328510;C2097312;C1880931;C0013604;C0234251;C0596790;C4023140;C3641616;C3641617;C3641614;C1184206;C0151683;C0015402;C0200635;C4055336;C0024109;C2698833;C3641613;C1294065;C3665444;C1170317;C1704653;C1837463;C0948762;C1609077;C0017565;C0942438;C0442743;C1546706;C0017181;C1546705;C1546708;C1550557;C1546677;C0771936;C0376152;C1278908;C0020507;C2329816;C1551341;C1546740;C0234959;C2698885;C3160715;C1706368;C0507850;C0700320;C0003860;C0003209;C0024115;C3641231;C0032105;C0271412;C0740941;C0014100;C0184905;C1334180
JVIM-31-142-g006	C3889376;C0078040;C1510508;C2079672;C4284511;C0087111;C0162119;C0181839;C0183355;C3542466;C3812802;C0552371;C4311008;C0014772;C1551341;C4311007;C3891442;C0010927;C1704922;C3845736;C1704653;C0687536;C1704254;C0202054;C0744760;C3891687;C0744770;C0043194;C0011923;C0629561;C1561562;C0037054;C4284044;C0015252;C0026018;C1655270;C0723338;C1698536;C0220832;C4065693;C0546660;C1301627;C0079595;C0002895;C0744764;C0544711;C2239101;C0019048;C3161174;C0332575;C3255620;C3889325;C0948093;C0200695;C3892935;C1269830;C0542559;C0242841;C0242842;C2216252;C0237849;C0012739;C1281911;C1549113;C1550635;C1168037;C0740845;C0015726;C0229985;C0442743;C4284068;C1555465;C0007876;C1552858;C0285452;C1550557;C2108094;C0349674;C0559106;C1706368;C0518015;C0744783;C0744781;C0208687;C4281677;C2986750;C0032915;C0235573;C0687702;C0033363;C0003209;C2026591;C1546761;C0175659;C0303920;C1696103;C1261259;C0700320;C0016538;C3245479;C0018017;C1334180;C1998083;C0744757;C0373638;C4311031;C3890413;C1963124;C0744758;C0268279;C1328018;C3889898;C4284246;C0087136;C2097117;C0474543;C0544452;C1168592;C1168591;C0234251;C0233929;C0222045;C4282073;C2979880;C2984939;C0684254;C2979883;C0423899;C3810851;C2239270;C3888302;C1948490;C0600396;C1275423;C0181842;C3840725;C2266644;C0019034;C0228530
AOP2013-473194.001	C0410342;C2922991
AOP2013-473194.002	C1546698;C0772294;C0221198;C1328840
AOP2013-473194.003	C1546698;C0023234;C0772294;C0221198
pone.0089949.g004	C0015726;C1836646;C3496436;C2081632;C0141118;C2826273;C1135584;C0039601;C2015933;C1704689;C1706368;C0022885;C0152227;C0403592;C0456984;C0185003;C0423153;C2673941;C3203359;C0228018;C1550557;C0039409;C0018767;C2677099;C0005978;C0181805;C0043246;C0392366;C0392535;C3850116;C0018786;C1455844;C0233730
e-66-0o998-fig2	C0518505;C2699477;C0258113;C1435750;C0523702;C0427896;C1520122;C0617396;C0376637;C1533132;C4296884;C0765909;C3711436;C0020268;C0011710;C1289829;C1100479;C0010124;C0044729;C0591264;C0056212;C3272888;C0730958;C1723607;C0605315;C2239212;C0441122;C0282443;C0004457;C0211574;C2370102;C1705823;C1705824;C0700221;C0028758;C1658752;C0522772;C0063083;C0349013;C2604254;C0065856;C0184967;C0056561;C0010137;C2745849;C0040942;C1546701;C0719458;C0486588;C0605321;C0043474;C0055856;C0185114
2050-5736-2-5-7	C0629561;C0227665;C0814472;C0087111;C1278978;C0021485;C0522247;C0746919;C1456647;C3499011;C1837463;C0349674;C0222045;C0679860;C3647788;C1706387;C3499010;C0496927;C0199230;C0022646;C3499012;C0684254;C0183185;C3255620;C0056685;C0869841;C1546708;C1533734;C0771936;C0237849;C1547928;C0175659;C3496406;C0009429;C0220908;C3275118;C0496892;C0152321;C0392535;C0376495;C3887704;C0430054;C0332575;C0376152;C0033213;C0812426;C0152322;C0043194
pone.0151955.g001	C0487992;C0004763;C2946465;C4228756;C2022579;C2936910;C1552858;C3805381;C1706368;C3274659;C1844596;C1551341;C2215766;C1549782;C3161035;C1550557;C1704653;C3242379;C3845921;C0700320;C4255623;C0332516;C2117331;C2237655;C3853906
e-69-000o5-fig2	C1561528;C0063083;C2699477;C0441122;C0523702;C0184967;C0056561;C0427896;C1546701;C2826333;C0013113;C0700221;C0282443;C1289829;C1533132
JMAS-05-57-g001	C0237849;C1880308;C0039989;C2367167;C0183932;C0796373
JMAS-05-57-g002	C0013505;C0225730;C0013502;C1548394
JMAS-05-57-g003	C1880308;C0205039;C1611838;C3203359;C1442216;C1550618;C0043246;C0039989;C1547924;C0039409;C2367167;C0719022;C1546565;C0006255;C0183932;C0796373
JMAS-05-57-g004	C0752151;C0445374;C0189485;C4304660;C0176514
pone.0054991.g004	C2986762;C0458748;C4050364;C0599544;C0009402;C0934760;C0029266;C1718271;C0175659;C0340305;C0424013;C3536746;C0441233;C2987514;C4082977;C4050253;C0009676;C1112513;C0751438;C0229446;C1321513;C3542426;C0349674;C3642316;C0222045;C0730328;C0494559;C0022889;C1549782;C1268973;C1704254;C1281690;C0684254;C1735318;C0930841;C1289032;C2087463;C1704922;C0233407;C4085586;C2363244;C0205097;C0226238;C0036622;C0751437;C3539923;C3552156;C0237849;C1696103;C0931682;C0931500;C1553738;C0340293;C0000723;C0152366;C4021156;C1269590;C3542466;C1527249;C0043194
12-0764-F	C0079680;C0030364;C1321909;C0206602;C0441233;C0181839;C0085933;C1258039;C0376549;C1258034;C0205671;C0014378;C0206751;C0206750;C0206753;C0206752;C0040361;C0679431;C0205882;C0376551;C1627889;C0001629;C0043194;C2076600;C2349857;C1434505;C0026018;C0276447;C3697931;C0750484;C1315050;C0206611;C0242994;C0206615;C0206617;C0034494;C3825101;C1305694;C2712971;C0178899;C0237849;C4303119;C0012922;C1656590;C0546578;C0206044;C3534585;C0254455;C3509205;C0042769;C0206607;C1319860;C0206604;C0206608;C0013533;C1142183;C3853643;C0035369;C0003723;C1269575;C0041374;C4303122;C0349674;C4303120;C4303126;C0019372;C0282687;C0857836;C1096691;C0687392;C2736769;C2368006;C1535917;C3805115;C1175175;C0175659;C0858009;C0019097;C0019099;C4050242;C0037140;C0949804;C0035690;C1550278;C0031887;C0025148;C3203578;C0375024;C0948075;C1511790;C0276289;C0222045;C0276161;C0035112;C0001486;C0684254;C0032870;C3272377;C1136032;C3874374;C1320013;C0035869;C0024266;C1617072;C0042136
jgo-22-135-g001	C1882624;C0523207;C0235957;C1332876;C4069677;C4084721;C0026018;C0242031;C0797795;C1578706;C0945059;C1521972;C0181839;C0476545;C0486201;C0367982;C2237060;C1508127;C0484664;C1334928;C3273930;C2051406;C0008497;C1335414;C2055374;C1315980;C0550215;C0364022;C2749404;C0945034;C0797796;C1315924;C0552546;C0436567;C1392523;C0427821;C0027651;C0279677
TSWJ11-462736.002	C0035139;C1555302;C1533810;C0441587;C0012725
PWKI-9-21417-g001	C2828271;C3891555;C0184661;C0945766;C0002978;C1548816;C0744488;C1269008;C0546319;C0920980;C0447055;C4067770;C0226031;C3274430;C0205042;C0449999;C0944777;C4255126;C2007508;C1261082;C0226029;C1144702;C0565184;C3539779;C0736889;C3538935;C1261316;C0226042;C0506946;C0734285
PWKI-9-21417-g002	C2828271;C3891555;C0184661;C0945766;C0002978;C1548816;C0744488;C2825142;C1269008;C0546319;C0920980;C0447055;C4067770;C0226031;C3274430;C0205042;C0449999;C0944777;C4255126;C2007508;C1261082;C0226029;C1144702;C0565184;C3539779;C0736889;C3538935;C1261316;C0226042;C0506946;C0734285
PWKI-9-21417-g003	C1456025;C0944777;C1144702;C0184661;C0945766;C2828271;C0449999;C0744488;C3538935;C3274430;C3539779
PWKI-9-21417-g004	C2828271;C3891555;C0184661;C0945766;C0002978;C1548816;C0744488;C1269008;C0546319;C0920980;C0447055;C4067770;C0226031;C3274430;C0205042;C0449999;C0944777;C4255126;C2007508;C1261082;C0226029;C1144702;C0565184;C3539779;C0736889;C3538935;C1261316;C0226042;C0506946;C0734285
PWKI-9-21417-g005	C1456025;C0944777;C1144702;C0184661;C0945766;C2828271;C0449999;C0744488;C3538935;C3274430;C3539779
PWKI-9-21417-g006	C2828271;C3891555;C0184661;C0945766;C0002978;C1548816;C0744488;C1269008;C0546319;C0920980;C0447055;C4067770;C0226031;C3274430;C0205042;C0449999;C0944777;C4255126;C2007508;C1261082;C0226029;C1144702;C0565184;C3539779;C0736889;C3538935;C1261316;C0226042;C0506946;C0734285
PWKI-9-21417-g007	C1456025;C0944777;C1144702;C0184661;C0945766;C2828271;C0449999;C0744488;C3538935;C3274430;C3539779
WJNM-14-66-g002	C1704254;C3542466;C0872169;C1696103;C0935598;C1704922;C1744535;C1706368;C1744536;C0021724;C0046056;C0243144;C1183784;C1183786;C1279045;C1550557
1750-1164-5-9-1	C0007878;C0029535;C0206101;C1384674;C0475172;C0042133;C0023267;C0195619;C2053590;C0007876;C0150166
ccr30003-0610-f2	C0221874;C2030978;C0991876;C0280022;C0281567;C0005976;C1533577;C4048252;C1546560;C0185477;C1550616;C1266908;C0262950;C0177380
ccr30003-0610-f5	C1555302;C3534633;C0021102;C0043240;C0034579;C1533810;C0012725;C0035139;C2828363;C0441587;C0021107;C2926601;C1546675;C0332837
ccr30003-0610-f6	C1555302;C1533810;C0012725;C0035139;C0441587;C0545406
ccr30003-0610-f7	C2825142
EXCLI-12-503-g-003	C2003941;C0439095;C0043301
edmcr-2016-160013-g001	C0015726;C1261259;C2699333;C0855967;C1269047;C1510508;C0227423;C4084721;C0853735;C0577573;C0232232;C0588054;C4265236;C0436539;C0447155;C0206674;C0367982;C0558145;C0861001;C0232225;C0334305;C0334306;C0334307;C2200232;C0730199;C0149862;C0205161;C2051406;C4283905;C0853626;C0734011;C0424109;C0423899;C0578050;C1550557;C2698497;C2136992;C0231683;C4285062;C0412628;C1546709;C1282718;C1550457;C1332869;C0024204;C0154054;C1553386;C1706368;C1704258;C1551394;C0229710;C0229863;C0728811;C0860782;C1285847;C0860787;C0577559;C0027651;C1873497
edmcr-2016-160013-g002	C4085643;C1513374;C1519933;C0031753;C1333793;C4049706;C1298197;C1550472;C1547226;C2594846;C0523207;C0206674;C0334044;C4049705;C3164835;C0334307;C3244287;C2700150;C0015272;C0369501;C1335691;C1554159;C1300092;C1550043;C1112748;C1706836;C3842383;C0600091;C0286840;C1269955
asj-9-699-g004	C3842534;C3842535;C3842536;C2024161;C0015252;C0043299;C0004400;C0554310;C0185042;C3899237;C0030201;C0679548;C1552858;C3525383;C0003741;C0026015;C4262971;C0403709;C0400877;C1962945;C0028161;C0034604;C0032792;C0179410;C1706368;C0580703;C0027904;C0043350;C0230467;C0424786;C1551341;C0185023;C0543467;C0728733;C1457907;C0043194;C0589368;C1522662;C0231287;C4084778;C3642316;C1532844;C2081627;C1548003;C0203287;C0277599;C1535956;C1705196;C1550557;C0008797;C0728940;C0032323;C0230005;C0589110;C0700320;C0751438;C1306645;C0032786;C2004459;C0845957;C2947996;C1116529
fncel-08-00100-g001	C1315924;C0870814;C0004763;C2609437;C3686763;C4084721;C0026019;C1849749;C2038187;C0945059;C0797796;C0229664;C3542466;C0476545;C0486201;C0150936;C1555715;C2237060;C1508127;C1706368;C0181845;C0474772;C1317574;C2051406;C0425710;C0484664;C1704254;C2055374;C1315980;C0550215;C1316572;C1704922;C0364022;C0945034;C2238079;C1704653;C0079835;C0597705;C0797795;C0598360;C1550557;C0367982;C4069677;C0013842;C0436567;C2316945;C0026020;C0427821;C1696103;C1876223;C0244399;C1709114;C0332797;C0183487
ijn-6-3373f1	C0240341;C0242781;C1550512;C0181839;C0629274;C0596928;C2986834;C0445251;C0026018;C0242031;C1443844;C0552546;C4038427;C0598240
aps-40-463-g002	C0184512;C0989226;C4084912;C0011079;C0841424;C0814472;C0358513;C0087111;C3211189;C0587668;C0574135;C0016369;C0149783;C1382670;C1129612;C4086513;C0191342;C1706368;C4086515;C0679860;C3647788;C4084808;C0199168;C0543467;C3245462;C0191729;C0722742;C1561579;C4086514;C1550557;C0032950;C1533734;C1313874;C0009429;C0455627;C3275118;C0746919;C1535155;C0413570;C0376495;C3887704;C0721479;C0185221;C0775278
aps-40-463-g004	C0042384;C0027853;C4068891;C1692321;C0042383;C4068833;C3686534;C0043299;C1963274;C3665444;C1285744;C3668859;C3668858;C1141976;C0857343;C0523207;C1962945;C4086729;C1706368;C0151683;C0332448;C4038931;C0039985;C0333513;C1550105;C0004618;C0948762;C0333359;C0702249;C1550557;C3668860;C3668861;C1532736;C3160715;C0751878;C1558950;C0005847;C0019637;C2238207
JISP-17-523-g001	C2349948;C0040408;C3272565;C0041582
JISP-17-523-g002	C0029453;C0233492;C0498017;C3534639
JISP-17-523-g003	C3856427;C3670646;C1287300;C0419882;C2188415;C1265970;C0455216;C0200149;C0430356;C0013853;C0004763;C3687089;C2699513;C0031809;C0003392;C0376306;C1706368;C0395004;C0080142;C1706387;C0430067;C0582103;C0436149;C0260880;C0436125;C0436144;C0934502;C1550557;C1704653;C2699115;C0558507;C0033213;C0523207;C3671013;C1547928;C0278350;C4014164;C0558821;C0334094;C4272891;C1273342;C0199262;C0460004;C0812425;C1709246;C1318314
JISP-17-523-g004	C1547928;C4049579;C0523207;C0460004;C1706387;C0033213
amjcaserep-15-330-g001	C0038530;C0694658;C0002978;C0918137;C0002971;C1181528;C1690968;C0918138;C1536105;C3542466;C1707820;C1280737;C0226262;C0226261;C0427131;C0918147;C1269886;C0565179;C2329654;C0935598;C1704922;C0243032;C1269010;C2936828;C1704254;C1696103;C1626389;C0003489;C0447048;C1269887;C0935047;C2703057;C1444574;C1689959
amjcaserep-15-330-g002	C0202909;C1275670;C3542466;C0229761;C0447054;C0226421;C0700124;C1837463;C1706368;C1705102;C1281311;C0226641;C0376152;C1704254;C1293134;C1269885;C1704922;C1550557;C1546708;C0771936;C2700258;C0397581;C0863490;C1815474;C3710141;C1696103;C1322279;C0877023;C0500531;C0332575;C0124688;C0226276;C0003842
NJS-19-7-g003	C2334658;C2699333;C0558145;C0015252;C0700320;C0149554;C1281985;C0018827;C1552858;C0228186;C0152283;C0152282;C0152281;C1873497;C0728940;C0152338;C0152337;C0152336;C0034606;C2368378;C2322974;C1550457;C1551341;C2326489;C1853761;C4020920;C1846574;C2355627;C2698497;C0231683;C1551394;C0441633;C0007876;C0205161;C2328730;C0723893;C0592924;C2337421;C1553386;C0226598;C0041618;C2826292;C0010090;C1281057;C2946261;C3833383;C1281058;C3282574;C0184905
NJS-19-7-g004	C1880354;C3687016;C1556534;C0015252;C0007876;C0018827;C1552858;C0948441;C0728940;C0009451;C0239221;C0700124;C1706368;C2368378;C1551341;C0028778;C0038833;C0265072;C1317574;C0008370;C1316572;C1550557;C2355627;C2328730;C0010964;C0549423;C3282574;C1322279;C1444189;C0700320;C0041618;C1557917;C2946261;C0184905
asj-9-978-g001	C0013687;C0574032;C2317432;C1293131;C1546613;C0024090;C0032074
10.1177_1941738116672161-fig3	C1261298;C0926315;C1533810;C0498276;C0202105;C0826675;C1537038;C1442085;C0395614;C1547239;C0003893;C0524468;C0507143;C0489950;C0559496;C1293534;C0042950;C2063528;C0332523;C1293243;C0040671;C0816839;C0845672;C1288639;C1968579;C0398877;C1273517;C2066608;C2066605;C0185317;C1293398;C1293544;C0818549;C0818548;C1550557;C3840851;C0225058;C0005975;C0043177;C1293727;C1293724;C0223683;C3263700;C0850126;C0574830;C0183014;C1293304;C0188139;C4251806;C0422206;C1706368;C0565460;C3853637;C0198062;C1293714;C1179712;C0396102;C3686718;C0233174;C0524865;C0301559;C0845620;C0016533;C1293386;C1293283;C1293284;C0841296;C0399243;C1293364;C1288284;C0403876;C0441513;C4055748;C0177601;C0728827;C0302828;C0241040;C1293751;C1293697;C1293190;C1293191;C1279161;C0188141;C0188140;C2091077;C1293164;C2060815;C1185740
10.1177_1941738116672161-fig4	C1524355;C1524356;C0029453;C1279070;C0040671;C3536746;C0816839;C1720977;C3853637;C4055748;C0202105;C1179712;C1266908;C0728827;C0751437;C1547239;C0179039;C0040736;C0524865;C0008913;C0881889;C1546560;C0340293;C2222792;C1550616;C0262950
NMJ-55-195-g001	C0035220;C0035222;C3842377;C1550655;C0039985;C0276392;C2887484;C1848829;C0436751;C0158940;C0748355;C0852283;C0521530;C0865851;C0679057;C1578485;C1578486;C0023092
NMJ-55-195-g004	C0881931;C1550655;C2368378;C0560303;C1269001;C0750852;C1578485;C1578486;C0041618;C0205400;C0555951;C0016976;C0016977;C0005388;C0151824;C2123147;C2318329;C2323793;C0734014;C0276392;C0700124;C1963072;C0577179;C1550557;C0153452;C3273116;C3273117;C0400626;C1706368;C0860209;C0267907;C1268124;C2032932;C0023092;C0227545;C0227546;C3874422
fpls-07-01109-g001	C0518090;C1882272;C2598155;C0152353;C4085212;C4085211;C4085210;C0947661;C2984058;C1557397;C2722017;C0444904;C0030193;C1705192
1749-8090-4-62-1	C0545747;C0398234;C0183290;C0923924;C0923925;C0457259;C1096676;C3655449;C0189599;C1096750;C0018787;C0856365;C3536600;C2230323;C0503367;C3841828;C1280473;C0371626;C0340907;C3484167;C0003861;C0729581;C0489875;C0398248;C0398221;C0189718;C0340909;C0340908;C0398241;C0489876;C0340840;C0398738;C0340666;C0160696;C1269026;C1856123;C3890179;C3878495;C2963140;C1139761;C3879000;C0034052;C4280845;C3262327;C0226032;C0226054;C1706368;C3262328;C1282007;C1269883;C0340913;C0340910;C0189662;C0155675;C1269884;C0226069;C1550557;C0503867
1749-8090-4-62-2	C0446985;C0015726;C0879122;C2957458;C0428821;C0190261;C1510508;C1631073;C0920975;C0189599;C1178943;C0856365;C0446986;C1442509;C1269008;C2230323;C1285834;C3841828;C0920980;C3534844;C3534845;C1280473;C2334849;C0524433;C1269893;C4280845;C0398221;C4071850;C0729581;C0542060;C0565183;C0398248;C0948480;C0542052;C2939318;C0445122;C3879000;C0734279;C2939316;C0396726;C0507871;C0440761;C0565184;C4071893;C1322279;C0340908;C0340913;C0340910;C0242231;C0340664;C0155675;C0734285;C0734284;C3539594;C1554161;C0190204;C3272320;C4068980;C4068981;C3807612;C1267271;C2936173;C3536600;C0456944;C4067770;C4067771;C1268112;C0507868;C1449706;C0742825;C1272588;C1272589;C1272586;C1272587;C0340909;C0347699;C0398241;C1267269;C1267268;C0177789;C1293392;C0340666;C0343692;C0878552;C1409977;C4265344;C3878495;C2007509;C2007508;C3640263;C0396815;C1283333;C0010054;C0396810;C0010051;C0396813;C0396793;C0396818;C0396819;C1299335;C0736889;C0736888;C0810392;C3640699;C0506946;C0340648;C2963140;C1956346;C0190188;C1139761;C1096750;C4071892;C0542012;C0396725;C0396748;C1634518;C0546319;C1384784;C0687568;C0447055;C0226032;C0226031;C0226037;C0340907;C0189718;C0205042;C0190191;C0190193;C3484167;C0190195;C0179563;C0878993;C0396731;C4068979;C0010055;C0396737;C2939120;C2144990;C4071882;C1273761;C1273760;C0853522;C0010073;C0010072;C1261082;C0447064;C0226029;C0162656;C1261259;C0428837;C0085532;C0371563;C1261316;C2747830;C1961627;C0398234;C0545745;C0545742;C0545743;C1096676;C2065913;C4068977;C0438988;C0265903;C3897873;C0521232;C1290385;C0700124;C4314049;C0226658;C0428823;C0428822;C0524431;C0524430;C0190218;C0524432;C0190213;C0190211;C0396733;C0190214;C0340840;C0002963;C1697534;C1095929;C0423899;C1260596;C1268304;C1273759;C3262327;C2067366;C0371548;C3262328;C3267166;C0264686;C0226049;C0189662;C0264683;C2363862;C0151814;C0226042;C0190206;C3640707;C0264688
UA-5-163-g001	C0426056;C0038925;C0222193
UA-5-163-g002	C1999635;C0038925;C0222193
UA-5-163-g003	C0332712;C0038925;C0222193
UA-5-163-g005	C0458451;C0581495;C0447590;C1546602;C3498724;C0012817;C1629852;C0444198;C3887879;C0184215
CRID2016-6810984.001	C2081614;C1550655;C0033061;C3854081;C0017187;C0033213;C1578485;C1578486;C1827668;C0002932;C1829460
CRID2016-6810984.002	C3148897;C1550655;C0033061;C1550557;C1706368;C1578485;C1578486
CRID2016-6810984.003	C0455085;C0878010;C0358061;C1550312;C0719205;C1875400;C0018062;C0021156;C0040426;C0608117;C0332523;C3652702;C3536746;C1706368;C1875221;C0085275;C0302583;C0304652;C0024947;C2267104;C2267103;C0004454;C3644708;C1879652;C1279060;C2010602;C3881531;C3540023;C0528271;C1550557;C0051587;C0751437;C0041044;C2267098;C2267088;C0041014;C2267086;C0040165;C0071889;C0071888;C0340293;C3654034;C0013164;C2239132;C0750659;C3245508;C3887664
CRID2016-6810984.004	C0237318;C0237357;C1948174;C2138887;C0237094;C1948170;C0237373;C1948179;C1948169;C0237276;C0766598;C0087111;C0237255;C1541679;C1546725;C2598149;C1549063;C0237338;C1547241;C0237133;C0237369;C1561608;C1556055;C3805381;C0175723;C1948171;C1948173;C0011350;C0237178;C1273517;C0237155;C1452084;C4082814;C4082815;C1948176;C4254550;C0700063;C0700060;C0237185;C0700062;C0039869;C3539125;C0237380;C1868670;C1549110;C1948167;C0237221;C1845110;C1855000;C1547304;C0237206;C1948181;C1547994;C0237228;C0934502;C0237361;C0237305;C0237247;C1547272;C0237283;C1547233;C1948178;C1948180;C1547309;C0447273;C0237169;C3845921;C0237387;C0237142;C1955473;C0237162;C0237289;C0237161;C1948168;C1546840;C0237324;C4228756;C1547281;C1546836;C0043194;C1547267
CRID2016-6810984.005	C1533810;C0029053;C0934502;C0022216;C0039869;C0043194
CRID2016-6810984.006	C0700351;C1710425;C0011429;C0227759;C0011350;C1706368;C1517334;C0023759;C0181467;C1273517;C0934502;C1452084;C0766598;C0332575;C0449982;C0591339;C2346416;C0039869;C1550557;C0392535;C0043194
CRID2016-6810984.008	C0015252;C0554310;C1550235;C0030201;C0179410;C0400877;C0403709;C0589110;C0332523;C0032792;C1706368;C0580703;C0424786;C0728940;C0449982;C0085275;C0240907;C1880011;C0589368;C0231287;C1532844;C0234665;C1550557;C0425470;C2825977;C0277599;C2024161;C3881531;C4262971;C0035334;C0032786;C0185115;C0040597
CRID2016-6810984.009	C1561543;C0034770;C0449982
CMJ-128-210-g001	C0208872;C0592037;C1550631;C0013812;C1552713;C3251815;C0429028;C1546616;C0001614;C1706368;C0520883;C0332575;C0445251;C0595905;C1176472;C1550557;C0007776;C1552654
